sample_id,sample_group,check,dead_time_pct,threshold_pct,live_time_s,real_time_s,max_peak_significance,max_peak_gross_counts,flag_review,note
Co-Cd-RAFM-1_25cm,flux_wires,dead_time_review,0.0701667810410922,15.0,129600.0,129691.0,28.886363636363637,28478.0,False,Dead time within configured review threshold.
