sample_id,sample_group,isotope,header_activity_bq,header_activity_unc_bq,n_line_activities,min_line_activity_bq,max_line_activity_bq,mean_line_activity_bq,max_relative_line_header_deviation,flag_internal_inconsistency
RAFM4-N_15dEOI,RAFM4,Ta182,456136.0,21608.0,14,190956.99999999997,515891.0,386842.9285714286,0.5813595068137573,True
RAFM4-N_15dEOI,RAFM4,Fe59,339882.0,27972.0,3,198098.0,356199.0,295556.0,0.41715654256477247,True
RAFM4-N_15dEOI,RAFM4,Tb154m,332334.0,13098.0,1,332334.0,332334.0,332334.0,0.0,False
RAFM4-N_15dEOI,RAFM4,Cr51,6671100.0,261849.0,1,6671100.0,6671100.0,6671100.0,0.0,False
RAFM4-N_15dEOI,RAFM4,W187,6400.999999999999,666.0,2,5476.0,7104.0,6290.0,0.1445086705202311,False
RAFM4-N_15dEOI,RAFM4,Mn54,20128.0,1790.8,1,20128.0,20128.0,20128.0,0.0,False
RAFM4-N_15dEOI,RAFM4,Co60,1383.8000000000002,208.30999999999997,2,695.6,1576.2,1135.9,0.4973262032085562,True
