sample_id,sample_group,isotope,header_activity_bq,header_activity_unc_bq,n_line_activities,min_line_activity_bq,max_line_activity_bq,mean_line_activity_bq,max_relative_line_header_deviation,flag_internal_inconsistency
CU-RAFM-1,flux_wires,Cu64,3172380.0,409923.0,1,3172380.0,3172380.0,3172380.0,0.0,False
