Efficiencies for file,,,,C1,C2,C3,C4,A,T1,DI,DL,Error
N:\EffCalCurrent\South sm vl 0.5ml 25cm.ANH,,,,-20.2569,10.2872,-1.65505,0.0866563,0.00347696,1000,1.39,700,0.00458934

 
Energy, Efficiency, MuWin, MuGe 
789,0.0550314,0.344023,0.343778
790,0.0549675,0.343778,0.343532
791,0.0549038,0.343532,0.343288
792,0.0548403,0.343288,0.343043
793,0.0547769,0.343043,0.3428
794,0.0547137,0.3428,0.342556
795,0.0546506,0.342556,0.342313
796,0.0545877,0.342313,0.342071
797,0.0545249,0.342071,0.341829
798,0.0544623,0.341829,0.341587
799,0.0543998,0.341587,0.341346
800,0.0543375,0.341346,0.341105
801,0.0542753,0.341105,0.340865
802,0.0542133,0.340865,0.340625
803,0.0541514,0.340625,0.340386
804,0.0540896,0.340386,0.340147
805,0.0540281,0.340147,0.339909
806,0.0539666,0.339909,0.339671
807,0.0539053,0.339671,0.339433
808,0.0538442,0.339433,0.339196
809,0.0537832,0.339196,0.338959
810,0.0537224,0.338959,0.338723
811,0.0536617,0.338723,0.338487
812,0.0536011,0.338487,0.338252
813,0.0535407,0.338252,0.338017
814,0.0534804,0.338017,0.337783
815,0.0534203,0.337783,0.337549
816,0.0533603,0.337549,0.337315
817,0.0533005,0.337315,0.337082
818,0.0532408,0.337082,0.336849
819,0.0531813,0.336849,0.336616
820,0.0531219,0.336616,0.336384
821,0.0530626,0.336384,0.336153
822,0.0530035,0.336153,0.335922
823,0.0529445,0.335922,0.335691
824,0.0528857,0.335691,0.335461
825,0.052827,0.335461,0.335231
826,0.0527684,0.335231,0.335002
827,0.05271,0.335002,0.334772
828,0.0526517,0.334772,0.334544
829,0.0525936,0.334544,0.334316
830,0.0525356,0.334316,0.334088
831,0.0524777,0.334088,0.33386
832,0.05242,0.33386,0.333633
833,0.0523624,0.333633,0.333407
834,0.0523049,0.333407,0.333181
835,0.0522476,0.333181,0.332955
836,0.0521905,0.332955,0.332729
837,0.0521334,0.332729,0.332504
838,0.0520765,0.332504,0.33228
839,0.0520197,0.33228,0.332056
840,0.0519631,0.332056,0.331832
841,0.0519066,0.331832,0.331608
842,0.0518502,0.331608,0.331385
843,0.051794,0.331385,0.331163
844,0.0517379,0.331163,0.330941
845,0.051682,0.330941,0.330719
846,0.0516261,0.330719,0.330497
847,0.0515704,0.330497,0.330276
848,0.0515149,0.330276,0.330056
849,0.0514594,0.330056,0.329835
850,0.0514041,0.329835,0.329615
851,0.051349,0.329615,0.329396
852,0.0512939,0.329396,0.329177
853,0.051239,0.329177,0.328958
854,0.0511842,0.328958,0.32874
855,0.0511296,0.32874,0.328522
856,0.0510751,0.328522,0.328304
857,0.0510207,0.328304,0.328087
858,0.0509664,0.328087,0.32787
859,0.0509123,0.32787,0.327653
860,0.0508583,0.327653,0.327437
861,0.0508044,0.327437,0.327221
862,0.0507507,0.327221,0.327006
863,0.0506971,0.327006,0.326791
864,0.0506436,0.326791,0.326576
865,0.0505902,0.326576,0.326362
866,0.050537,0.326362,0.326148
867,0.0504838,0.326148,0.325935
868,0.0504309,0.325935,0.325721
869,0.050378,0.325721,0.325509
870,0.0503253,0.325509,0.325296
871,0.0502726,0.325296,0.325084
872,0.0502202,0.325084,0.324872
873,0.0501678,0.324872,0.324661
874,0.0501155,0.324661,0.32445
875,0.0500634,0.32445,0.324239
876,0.0500114,0.324239,0.324029
877,0.0499596,0.324029,0.323819
878,0.0499078,0.323819,0.323609
879,0.0498562,0.323609,0.3234
880,0.0498047,0.3234,0.323191
881,0.0497533,0.323191,0.322983
882,0.049702,0.322983,0.322774
883,0.0496509,0.322774,0.322566
884,0.0495999,0.322566,0.322359
885,0.049549,0.322359,0.322152
886,0.0494982,0.322152,0.321945
887,0.0494475,0.321945,0.321738
888,0.049397,0.321738,0.321532
889,0.0493466,0.321532,0.321326
890,0.0492963,0.321326,0.321121
891,0.0492461,0.321121,0.320916
892,0.049196,0.320916,0.320711
893,0.0491461,0.320711,0.320507
894,0.0490963,0.320507,0.320303
895,0.0490465,0.320303,0.320099
896,0.0489969,0.320099,0.319895
897,0.0489475,0.319895,0.319692
898,0.0488981,0.319692,0.319489
899,0.0488489,0.319489,0.319287
900,0.0487997,0.319287,0.319085
901,0.0487507,0.319085,0.318883
902,0.0487018,0.318883,0.318682
903,0.048653,0.318682,0.318481
904,0.0486044,0.318481,0.31828
905,0.0485558,0.31828,0.318079
906,0.0485074,0.318079,0.317879
907,0.048459,0.317879,0.317679
908,0.0484108,0.317679,0.31748
909,0.0483627,0.31748,0.317281
910,0.0483147,0.317281,0.317082
911,0.0482669,0.317082,0.316883
912,0.0482191,0.316883,0.316685
913,0.0481714,0.316685,0.316487
914,0.0481239,0.316487,0.31629
915,0.0480765,0.31629,0.316092
916,0.0480292,0.316092,0.315896
917,0.047982,0.315896,0.315699
918,0.0479349,0.315699,0.315503
919,0.0478879,0.315503,0.315307
920,0.047841,0.315307,0.315111
921,0.0477942,0.315111,0.314916
922,0.0477476,0.314916,0.314721
923,0.047701,0.314721,0.314526
924,0.0476546,0.314526,0.314331
925,0.0476083,0.314331,0.314137
926,0.0475621,0.314137,0.313943
927,0.047516,0.313943,0.31375
928,0.04747,0.31375,0.313557
929,0.0474241,0.313557,0.313364
930,0.0473783,0.313364,0.313171
931,0.0473326,0.313171,0.312979
932,0.047287,0.312979,0.312787
933,0.0472416,0.312787,0.312595
934,0.0471962,0.312595,0.312404
935,0.0471509,0.312404,0.312213
936,0.0471058,0.312213,0.312022
937,0.0470608,0.312022,0.311832
938,0.0470158,0.311832,0.311641
939,0.046971,0.311641,0.311451
940,0.0469263,0.311451,0.311262
941,0.0468816,0.311262,0.311073
942,0.0468371,0.311073,0.310884
943,0.0467927,0.310884,0.310695
944,0.0467484,0.310695,0.310506
945,0.0467042,0.310506,0.310318
946,0.0466601,0.310318,0.31013
947,0.0466161,0.31013,0.309943
948,0.0465722,0.309943,0.309756
949,0.0465284,0.309756,0.309569
950,0.0464847,0.309569,0.309382
951,0.0464411,0.309382,0.309196
952,0.0463976,0.309196,0.30901
953,0.0463542,0.30901,0.308824
954,0.046311,0.308824,0.308638
955,0.0462678,0.308638,0.308453
956,0.0462247,0.308453,0.308268
957,0.0461817,0.308268,0.308083
958,0.0461388,0.308083,0.307899
959,0.046096,0.307899,0.307715
960,0.0460533,0.307715,0.307531
961,0.0460108,0.307531,0.307347
962,0.0459683,0.307347,0.307164
963,0.0459259,0.307164,0.306981
964,0.0458836,0.306981,0.306798
965,0.0458414,0.306798,0.306616
966,0.0457993,0.306616,0.306434
967,0.0457573,0.306434,0.306252
968,0.0457154,0.306252,0.30607
969,0.0456736,0.30607,0.305889
970,0.045632,0.305889,0.305708
971,0.0455903,0.305708,0.305527
972,0.0455488,0.305527,0.305347
973,0.0455074,0.305347,0.305166
974,0.0454661,0.305166,0.304986
975,0.0454249,0.304986,0.304807
976,0.0453838,0.304807,0.304627
977,0.0453428,0.304627,0.304448
978,0.0453018,0.304448,0.304269
979,0.045261,0.304269,0.304091
980,0.0452203,0.304091,0.303912
981,0.0451796,0.303912,0.303734
982,0.0451391,0.303734,0.303556
983,0.0450986,0.303556,0.303379
984,0.0450583,0.303379,0.303201
985,0.045018,0.303201,0.303024
986,0.0449778,0.303024,0.302848
987,0.0449377,0.302848,0.302671
988,0.0448978,0.302671,0.302495
989,0.0448579,0.302495,0.302319
990,0.0448181,0.302319,0.302143
991,0.0447784,0.302143,0.301968
992,0.0447387,0.301968,0.301792
993,0.0446992,0.301792,0.301618
994,0.0446598,0.301618,0.301443
995,0.0446204,0.301443,0.301268
996,0.0445812,0.301268,0.301094
997,0.044542,0.301094,0.30092
998,0.044503,0.30092,0.300747
999,0.044464,0.300747,0.300573
1000,0.0444251,0.300573,0.3004
1001,0.0443863,0.3004,0.300227
1002,0.0443476,0.300227,0.300054
1003,0.044309,0.300054,0.299882
1004,0.0442705,0.299882,0.29971
1005,0.044232,0.29971,0.299538
1006,0.0441937,0.299538,0.299366
1007,0.0441554,0.299366,0.299195
1008,0.0441173,0.299195,0.299024
1009,0.0440792,0.299024,0.298853
1010,0.0440412,0.298853,0.298682
1011,0.0440033,0.298682,0.298512
1012,0.0439655,0.298512,0.298342
1013,0.0439278,0.298342,0.298172
1014,0.0438901,0.298172,0.298002
1015,0.0438526,0.298002,0.297832
1016,0.0438151,0.297832,0.297663
1017,0.0437777,0.297663,0.297494
1018,0.0437404,0.297494,0.297326
1019,0.0437032,0.297326,0.297157
1020,0.0436661,0.297157,0.296989
1021,0.0436291,0.296989,0.296821
1022,0.0435921,0.296821,0.296653
1023,0.0435553,0.296653,0.296486
1024,0.0435185,0.296486,0.296318
1025,0.0434818,0.296318,0.296151
1026,0.0434452,0.296151,0.295985
1027,0.0434087,0.295985,0.295818
1028,0.0433722,0.295818,0.295652
1029,0.0433359,0.295652,0.295486
1030,0.0432996,0.295486,0.29532
1031,0.0432634,0.29532,0.295154
1032,0.0432273,0.295154,0.294989
1033,0.0431913,0.294989,0.294824
1034,0.0431554,0.294824,0.294659
1035,0.0431196,0.294659,0.294494
1036,0.0430838,0.294494,0.29433
1037,0.0430481,0.29433,0.294165
1038,0.0430125,0.294165,0.294001
1039,0.042977,0.294001,0.293838
1040,0.0429416,0.293838,0.293674
1041,0.0429062,0.293674,0.293511
1042,0.0428709,0.293511,0.293348
1043,0.0428357,0.293348,0.293185
1044,0.0428006,0.293185,0.293022
1045,0.0427656,0.293022,0.29286
1046,0.0427307,0.29286,0.292698
1047,0.0426958,0.292698,0.292536
1048,0.042661,0.292536,0.292374
1049,0.0426263,0.292374,0.292213
1050,0.0425917,0.292213,0.292051
1051,0.0425572,0.292051,0.29189
1052,0.0425227,0.29189,0.29173
1053,0.0424883,0.29173,0.291569
1054,0.042454,0.291569,0.291409
1055,0.0424198,0.291409,0.291249
1056,0.0423857,0.291249,0.291089
1057,0.0423516,0.291089,0.290929
1058,0.0423176,0.290929,0.290769
1059,0.0422837,0.290769,0.29061
1060,0.0422499,0.29061,0.290451
1061,0.0422161,0.290451,0.290292
1062,0.0421825,0.290292,0.290134
1063,0.0421489,0.290134,0.289975
1064,0.0421153,0.289975,0.289817
1065,0.0420819,0.289817,0.289659
1066,0.0420485,0.289659,0.289501
1067,0.0420153,0.289501,0.289344
1068,0.0419821,0.289344,0.289187
1069,0.0419489,0.289187,0.28903
1070,0.0419159,0.28903,0.288873
1071,0.0418829,0.288873,0.288716
1072,0.04185,0.288716,0.28856
1073,0.0418172,0.28856,0.288403
1074,0.0417844,0.288403,0.288247
1075,0.0417518,0.288247,0.288092
1076,0.0417192,0.288092,0.287936
1077,0.0416866,0.287936,0.287781
1078,0.0416542,0.287781,0.287625
1079,0.0416218,0.287625,0.28747
1080,0.0415895,0.28747,0.287316
1081,0.0415573,0.287316,0.287161
1082,0.0415252,0.287161,0.287007
1083,0.0414931,0.287007,0.286853
1084,0.0414611,0.286853,0.286699
1085,0.0414292,0.286699,0.286545
1086,0.0413973,0.286545,0.286391
1087,0.0413656,0.286391,0.286238
1088,0.0413339,0.286238,0.286085
1089,0.0413022,0.286085,0.285932
1090,0.0412707,0.285932,0.285779
1091,0.0412392,0.285779,0.285627
1092,0.0412078,0.285627,0.285475
1093,0.0411765,0.285475,0.285323
1094,0.0411452,0.285323,0.285171
1095,0.041114,0.285171,0.285019
1096,0.0410829,0.285019,0.284868
1097,0.0410518,0.284868,0.284716
1098,0.0410209,0.284716,0.284565
1099,0.04099,0.284565,0.284414
1100,0.0409591,0.284414,0.284264
1101,0.0409284,0.284264,0.284113
1102,0.0408977,0.284113,0.283963
1103,0.0408671,0.283963,0.283813
1104,0.0408365,0.283813,0.283663
1105,0.0408061,0.283663,0.283513
1106,0.0407756,0.283513,0.283364
1107,0.0407453,0.283364,0.283215
1108,0.040715,0.283215,0.283066
1109,0.0406849,0.283066,0.282917
1110,0.0406547,0.282917,0.282768
1111,0.0406247,0.282768,0.282619
1112,0.0405947,0.282619,0.282471
1113,0.0405648,0.282471,0.282323
1114,0.0405349,0.282323,0.282175
1115,0.0405052,0.282175,0.282027
1116,0.0404755,0.282027,0.28188
1117,0.0404458,0.28188,0.281733
1118,0.0404162,0.281733,0.281585
1119,0.0403867,0.281585,0.281438
1120,0.0403573,0.281438,0.281292
1121,0.0403279,0.281292,0.281145
1122,0.0402987,0.281145,0.280999
1123,0.0402694,0.280999,0.280853
1124,0.0402403,0.280853,0.280707
1125,0.0402112,0.280707,0.280561
1126,0.0401821,0.280561,0.280415
1127,0.0401532,0.280415,0.28027
1128,0.0401243,0.28027,0.280124
1129,0.0400955,0.280124,0.279979
1130,0.0400667,0.279979,0.279835
1131,0.040038,0.279835,0.27969
1132,0.0400094,0.27969,0.279545
1133,0.0399808,0.279545,0.279401
1134,0.0399524,0.279401,0.279257
1135,0.0399239,0.279257,0.279113
1136,0.0398956,0.279113,0.278969
1137,0.0398673,0.278969,0.278826
1138,0.0398391,0.278826,0.278682
1139,0.0398109,0.278682,0.278539
1140,0.0397828,0.278539,0.278396
1141,0.0397548,0.278396,0.278253
1142,0.0397268,0.278253,0.278111
1143,0.0396989,0.278111,0.277968
1144,0.0396711,0.277968,0.277826
1145,0.0396433,0.277826,0.277684
1146,0.0396156,0.277684,0.277542
1147,0.0395879,0.277542,0.2774
1148,0.0395604,0.2774,0.277259
1149,0.0395328,0.277259,0.277117
1150,0.0395054,0.277117,0.276976
1151,0.039478,0.276976,0.276835
1152,0.0394507,0.276835,0.276694
1153,0.0394234,0.276694,0.276553
1154,0.0393962,0.276553,0.276413
1155,0.0393691,0.276413,0.276273
1156,0.039342,0.276273,0.276132
1157,0.039315,0.276132,0.275992
1158,0.0392881,0.275992,0.275853
1159,0.0392612,0.275853,0.275713
1160,0.0392344,0.275713,0.275574
1161,0.0392076,0.275574,0.275434
1162,0.0391809,0.275434,0.275295
1163,0.0391543,0.275295,0.275156
1164,0.0391277,0.275156,0.275018
1165,0.0391012,0.275018,0.274879
1166,0.0390748,0.274879,0.274741
1167,0.0390484,0.274741,0.274603
1168,0.039022,0.274603,0.274464
1169,0.0389958,0.274464,0.274327
1170,0.0389696,0.274327,0.274189
1171,0.0389434,0.274189,0.274051
1172,0.0389174,0.274051,0.273914
1173,0.0388913,0.273914,0.273777
1174,0.0388654,0.273777,0.27364
1175,0.0388395,0.27364,0.273503
1176,0.0388136,0.273503,0.273366
1177,0.0387879,0.273366,0.27323
1178,0.0387621,0.27323,0.273094
1179,0.0387365,0.273094,0.272957
1180,0.0387109,0.272957,0.272821
1181,0.0386854,0.272821,0.272686
1182,0.0386599,0.272686,0.27255
1183,0.0386345,0.27255,0.272414
1184,0.0386091,0.272414,0.272279
1185,0.0385838,0.272279,0.272144
1186,0.0385586,0.272144,0.272009
1187,0.0385334,0.272009,0.271874
1188,0.0385082,0.271874,0.271739
1189,0.0384832,0.271739,0.271605
1190,0.0384582,0.271605,0.271471
1191,0.0384332,0.271471,0.271336
1192,0.0384083,0.271336,0.271202
1193,0.0383835,0.271202,0.271069
1194,0.0383587,0.271069,0.270935
1195,0.038334,0.270935,0.270801
1196,0.0383093,0.270801,0.270668
1197,0.0382847,0.270668,0.270535
1198,0.0382602,0.270535,0.270402
1199,0.0382357,0.270402,0.270269
1200,0.0382113,0.270269,0.270136
1201,0.0381869,0.270136,0.270004
1202,0.0381626,0.270004,0.269871
1203,0.0381383,0.269871,0.269739
1204,0.0381141,0.269739,0.269607
1205,0.03809,0.269607,0.269475
1206,0.0380659,0.269475,0.269343
1207,0.0380419,0.269343,0.269212
1208,0.0380179,0.269212,0.26908
1209,0.037994,0.26908,0.268949
1210,0.0379701,0.268949,0.268818
1211,0.0379463,0.268818,0.268687
1212,0.0379225,0.268687,0.268556
1213,0.0378988,0.268556,0.268426
1214,0.0378752,0.268426,0.268295
1215,0.0378516,0.268295,0.268165
1216,0.0378281,0.268165,0.268035
1217,0.0378046,0.268035,0.267905
1218,0.0377812,0.267905,0.267775
1219,0.0377578,0.267775,0.267645
1220,0.0377345,0.267645,0.267516
1221,0.0377112,0.267516,0.267386
1222,0.037688,0.267386,0.267257
1223,0.0376649,0.267257,0.267128
1224,0.0376418,0.267128,0.266999
1225,0.0376187,0.266999,0.26687
1226,0.0375958,0.26687,0.266742
1227,0.0375728,0.266742,0.266613
1228,0.0375499,0.266613,0.266485
1229,0.0375271,0.266485,0.266357
1230,0.0375043,0.266357,0.266229
1231,0.0374816,0.266229,0.266101
1232,0.037459,0.266101,0.265973
1233,0.0374363,0.265973,0.265846
1234,0.0374138,0.265846,0.265718
1235,0.0373913,0.265718,0.265591
1236,0.0373688,0.265591,0.265464
1237,0.0373464,0.265464,0.265337
1238,0.0373241,0.265337,0.26521
1239,0.0373018,0.26521,0.265084
1240,0.0372795,0.265084,0.264957
1241,0.0372574,0.264957,0.264831
1242,0.0372352,0.264831,0.264705
1243,0.0372131,0.264705,0.264579
1244,0.0371911,0.264579,0.264453
1245,0.0371691,0.264453,0.264327
1246,0.0371472,0.264327,0.264201
1247,0.0371253,0.264201,0.264076
1248,0.0371035,0.264076,0.263951
1249,0.0370817,0.263951,0.263825
1250,0.03706,0.263825,0.2637
1251,0.0370383,0.2637,0.263576
1252,0.0370167,0.263576,0.263451
1253,0.0369951,0.263451,0.263326
1254,0.0369736,0.263326,0.263202
1255,0.0369521,0.263202,0.263078
1256,0.0369307,0.263078,0.262953
1257,0.0369093,0.262953,0.262829
1258,0.036888,0.262829,0.262706
1259,0.0368667,0.262706,0.262582
1260,0.0368455,0.262582,0.262458
1261,0.0368243,0.262458,0.262335
1262,0.0368032,0.262335,0.262212
1263,0.0367822,0.262212,0.262088
1264,0.0367611,0.262088,0.261965
1265,0.0367402,0.261965,0.261843
1266,0.0367193,0.261843,0.26172
1267,0.0366984,0.26172,0.261597
1268,0.0366776,0.261597,0.261475
1269,0.0366568,0.261475,0.261353
1270,0.0366361,0.261353,0.26123
1271,0.0366154,0.26123,0.261108
1272,0.0365948,0.261108,0.260987
1273,0.0365742,0.260987,0.260865
1274,0.0365537,0.260865,0.260743
1275,0.0365332,0.260743,0.260622
1276,0.0365128,0.260622,0.2605
1277,0.0364924,0.2605,0.260379
1278,0.036472,0.260379,0.260258
1279,0.0364518,0.260258,0.260137
1280,0.0364315,0.260137,0.260017
1281,0.0364113,0.260017,0.259896
1282,0.0363912,0.259896,0.259776
1283,0.0363711,0.259776,0.259655
1284,0.0363511,0.259655,0.259535
1285,0.0363311,0.259535,0.259415
1286,0.0363111,0.259415,0.259295
1287,0.0362912,0.259295,0.259175
1288,0.0362713,0.259175,0.259056
1289,0.0362515,0.259056,0.258936
1290,0.0362318,0.258936,0.258817
1291,0.0362121,0.258817,0.258697
1292,0.0361924,0.258697,0.258578
1293,0.0361728,0.258578,0.258459
1294,0.0361532,0.258459,0.25834
1295,0.0361337,0.25834,0.258222
1296,0.0361142,0.258222,0.258103
1297,0.0360947,0.258103,0.257985
1298,0.0360754,0.257985,0.257866
1299,0.036056,0.257866,0.257748
1300,0.0360367,0.257748,0.25763
1301,0.0360175,0.25763,0.257512
1302,0.0359983,0.257512,0.257394
1303,0.0359791,0.257394,0.257277
1304,0.03596,0.257277,0.257159
1305,0.0359409,0.257159,0.257042
1306,0.0359219,0.257042,0.256925
1307,0.0359029,0.256925,0.256808
1308,0.035884,0.256808,0.256691
1309,0.0358651,0.256691,0.256574
1310,0.0358463,0.256574,0.256457
1311,0.0358275,0.256457,0.25634
1312,0.0358087,0.25634,0.256224
1313,0.03579,0.256224,0.256108
1314,0.0357713,0.256108,0.255991
1315,0.0357527,0.255991,0.255875
1316,0.0357342,0.255875,0.255759
1317,0.0357156,0.255759,0.255644
1318,0.0356971,0.255644,0.255528
1319,0.0356787,0.255528,0.255412
1320,0.0356603,0.255412,0.255297
1321,0.035642,0.255297,0.255182
1322,0.0356237,0.255182,0.255066
1323,0.0356054,0.255066,0.254951
1324,0.0355872,0.254951,0.254836
1325,0.035569,0.254836,0.254722
1326,0.0355509,0.254722,0.254607
1327,0.0355328,0.254607,0.254492
1328,0.0355147,0.254492,0.254378
1329,0.0354967,0.254378,0.254264
1330,0.0354788,0.254264,0.25415
1331,0.0354608,0.25415,0.254035
1332,0.035443,0.254035,0.253922
1333,0.0354251,0.253922,0.253808
1334,0.0354074,0.253808,0.253694
1335,0.0353896,0.253694,0.253581
1336,0.0353719,0.253581,0.253467
1337,0.0353543,0.253467,0.253354
1338,0.0353366,0.253354,0.253241
1339,0.0353191,0.253241,0.253128
1340,0.0353015,0.253128,0.253015
1341,0.035284,0.253015,0.252902
1342,0.0352666,0.252902,0.252789
1343,0.0352492,0.252789,0.252677
1344,0.0352318,0.252677,0.252564
1345,0.0352145,0.252564,0.252452
1346,0.0351972,0.252452,0.25234
1347,0.03518,0.25234,0.252228
1348,0.0351628,0.252228,0.252116
1349,0.0351456,0.252116,0.252004
1350,0.0351285,0.252004,0.251892
1351,0.0351115,0.251892,0.251781
1352,0.0350944,0.251781,0.251669
1353,0.0350774,0.251669,0.251558
1354,0.0350605,0.251558,0.251447
1355,0.0350436,0.251447,0.251336
1356,0.0350267,0.251336,0.251225
1357,0.0350099,0.251225,0.251114
1358,0.0349931,0.251114,0.251003
1359,0.0349764,0.251003,0.250893
1360,0.0349597,0.250893,0.250782
1361,0.034943,0.250782,0.250672
1362,0.0349264,0.250672,0.250561
1363,0.0349098,0.250561,0.250451
1364,0.0348933,0.250451,0.250341
1365,0.0348768,0.250341,0.250231
1366,0.0348603,0.250231,0.250122
1367,0.0348439,0.250122,0.250012
1368,0.0348275,0.250012,0.249902
1369,0.0348111,0.249902,0.249793
1370,0.0347948,0.249793,0.249684
1371,0.0347786,0.249684,0.249574
1372,0.0347624,0.249574,0.249465
1373,0.0347462,0.249465,0.249356
1374,0.03473,0.249356,0.249248
1375,0.0347139,0.249248,0.249139
1376,0.0346979,0.249139,0.24903
1377,0.0346818,0.24903,0.248922
1378,0.0346659,0.248922,0.248813
1379,0.0346499,0.248813,0.248705
1380,0.034634,0.248705,0.248597
1381,0.0346181,0.248597,0.248489
1382,0.0346023,0.248489,0.248381
1383,0.0345865,0.248381,0.248273
1384,0.0345708,0.248273,0.248165
1385,0.034555,0.248165,0.248058
1386,0.0345394,0.248058,0.24795
1387,0.0345237,0.24795,0.247843
1388,0.0345081,0.247843,0.247736
1389,0.0344926,0.247736,0.247629
1390,0.034477,0.247629,0.247522
1391,0.0344616,0.247522,0.247415
1392,0.0344461,0.247415,0.247308
1393,0.0344307,0.247308,0.247201
1394,0.0344153,0.247201,0.247095
1395,0.0344,0.247095,0.246988
1396,0.0343847,0.246988,0.246882
1397,0.0343695,0.246882,0.246776
1398,0.0343542,0.246776,0.24667
1399,0.034339,0.24667,0.246564
1400,0.0343239,0.246564,0.246458
1401,0.0343088,0.246458,0.246352
1402,0.0342937,0.246352,0.246246
1403,0.0342787,0.246246,0.246141
1404,0.0342637,0.246141,0.246035
1405,0.0342487,0.246035,0.24593
1406,0.0342338,0.24593,0.245825
1407,0.0342189,0.245825,0.24572
1408,0.0342041,0.24572,0.245615
1409,0.0341893,0.245615,0.24551
1410,0.0341745,0.24551,0.245405
1411,0.0341598,0.245405,0.2453
1412,0.0341451,0.2453,0.245196
1413,0.0341304,0.245196,0.245091
1414,0.0341158,0.245091,0.244987
1415,0.0341012,0.244987,0.244883
1416,0.0340866,0.244883,0.244779
1417,0.0340721,0.244779,0.244675
1418,0.0340576,0.244675,0.244571
1419,0.0340431,0.244571,0.244467
1420,0.0340287,0.244467,0.244363
1421,0.0340144,0.244363,0.244259
1422,0.034,0.244259,0.244156
1423,0.0339857,0.244156,0.244053
1424,0.0339714,0.244053,0.243949
1425,0.0339572,0.243949,0.243846
1426,0.033943,0.243846,0.243743
1427,0.0339288,0.243743,0.24364
1428,0.0339147,0.24364,0.243537
1429,0.0339006,0.243537,0.243435
1430,0.0338866,0.243435,0.243332
1431,0.0338725,0.243332,0.243229
1432,0.0338586,0.243229,0.243127
1433,0.0338446,0.243127,0.243025
1434,0.0338307,0.243025,0.242922
1435,0.0338168,0.242922,0.24282
1436,0.033803,0.24282,0.242718
1437,0.0337891,0.242718,0.242616
1438,0.0337754,0.242616,0.242515
1439,0.0337616,0.242515,0.242413
1440,0.0337479,0.242413,0.242311
1441,0.0337342,0.242311,0.24221
1442,0.0337206,0.24221,0.242108
1443,0.033707,0.242108,0.242007
1444,0.0336934,0.242007,0.241906
1445,0.0336799,0.241906,0.241805
1446,0.0336664,0.241805,0.241704
1447,0.0336529,0.241704,0.241603
1448,0.0336395,0.241603,0.241502
1449,0.0336261,0.241502,0.241402
1450,0.0336127,0.241402,0.241301
1451,0.0335993,0.241301,0.241201
1452,0.033586,0.241201,0.2411
1453,0.0335728,0.2411,0.241
1454,0.0335595,0.241,0.2409
1455,0.0335463,0.2409,0.2408
1456,0.0335332,0.2408,0.2407
1457,0.03352,0.2407,0.2406
1458,0.0335069,0.2406,0.2405
1459,0.0334939,0.2405,0.240401
1460,0.0334808,0.240401,0.240301
1461,0.0334678,0.240301,0.240202
1462,0.0334549,0.240202,0.240102
1463,0.0334419,0.240102,0.240003
1464,0.033429,0.240003,0.239904
1465,0.0334161,0.239904,0.239805
1466,0.0334033,0.239805,0.239706
1467,0.0333905,0.239706,0.239607
1468,0.0333777,0.239607,0.239508
1469,0.033365,0.239508,0.23941
1470,0.0333523,0.23941,0.239311
1471,0.0333396,0.239311,0.239213
1472,0.033327,0.239213,0.239114
1473,0.0333144,0.239114,0.239016
1474,0.0333018,0.239016,0.238918
1475,0.0332892,0.238918,0.23882
1476,0.0332767,0.23882,0.238722
1477,0.0332642,0.238722,0.238624
1478,0.0332518,0.238624,0.238526
1479,0.0332394,0.238526,0.238428
1480,0.033227,0.238428,0.238331
1481,0.0332146,0.238331,0.238233
1482,0.0332023,0.238233,0.238136
1483,0.03319,0.238136,0.238039
1484,0.0331777,0.238039,0.237942
1485,0.0331655,0.237942,0.237844
1486,0.0331533,0.237844,0.237747
1487,0.0331412,0.237747,0.237651
1488,0.033129,0.237651,0.237554
1489,0.0331169,0.237554,0.237457
1490,0.0331048,0.237457,0.23736
1491,0.0330928,0.23736,0.237264
1492,0.0330808,0.237264,0.237167
1493,0.0330688,0.237167,0.237071
1494,0.0330569,0.237071,0.236975
1495,0.033045,0.236975,0.236879
1496,0.0330331,0.236879,0.236783
1497,0.0330212,0.236783,0.236687
1498,0.0330094,0.236687,0.236591
1499,0.0329976,0.236591,0.236495
1500,0.0329858,0.236495,0.2364
1501,0.0329741,0.2364,0.236304
1502,0.0329624,0.236304,0.236208
1503,0.0329507,0.236208,0.236113
1504,0.0329391,0.236113,0.236018
1505,0.0329275,0.236018,0.235923
1506,0.0329159,0.235923,0.235828
1507,0.0329043,0.235828,0.235733
1508,0.0328928,0.235733,0.235638
1509,0.0328813,0.235638,0.235543
1510,0.0328699,0.235543,0.235448
1511,0.0328584,0.235448,0.235353
1512,0.032847,0.235353,0.235259
1513,0.0328356,0.235259,0.235164
1514,0.0328243,0.235164,0.23507
1515,0.032813,0.23507,0.234976
1516,0.0328017,0.234976,0.234882
1517,0.0327905,0.234882,0.234788
1518,0.0327792,0.234788,0.234694
1519,0.032768,0.234694,0.2346
1520,0.0327569,0.2346,0.234506
1521,0.0327457,0.234506,0.234412
1522,0.0327346,0.234412,0.234318
1523,0.0327236,0.234318,0.234225
1524,0.0327125,0.234225,0.234131
1525,0.0327015,0.234131,0.234038
1526,0.0326905,0.234038,0.233945
1527,0.0326795,0.233945,0.233852
1528,0.0326686,0.233852,0.233759
1529,0.0326577,0.233759,0.233666
1530,0.0326468,0.233666,0.233573
1531,0.032636,0.233573,0.23348
1532,0.0326252,0.23348,0.233387
1533,0.0326144,0.233387,0.233295
