background_counts,burial_ratio,continuum_counts,energy_delta_keV,interference_counts,masking_line_energy_keV,masking_nuclide,masking_score,masking_signal_counts,rank,recommended_action,target_line_energy_keV,target_nuclide,target_signal_counts
77922.28050961005,33.25758329813623,890.7673426996461,2.501893893729857,5198.55413876208,1001.7733514944,Ta-182,33.80977680882255,35766.16835195139,1,avoid,999.2714576006701,Tb154m,768.8439469471969
145535.1007960972,1.020927747825063,19.14829323716183,2.501893893729857,111.75021162831536,999.2714576006701,Tb154m,1.0378787593334724,768.8439469471969,2,avoid,1001.7733514944,Ta-182,35766.16835195139
