sample_id,sample_group,reference_isotope,reference_energy_keV,reference_assignment,reference_net_counts,reference_net_unc,reference_gross_counts,reference_gross_unc,reference_line_activity_bq,reference_line_activity_unc_bq,reference_header_activity_bq,reference_header_activity_unc_bq,reference_rad_int_fraction,reference_implied_efficiency,matched,isotope_match,raw_isotope,raw_energy_keV,raw_net_counts,raw_net_unc,raw_gross_counts,raw_gross_unc,raw_background_adjusted_gross_counts,raw_background_counts,raw_significance,relative_count_error,count_en_score,relative_gross_error,gross_en_score,energy_delta_keV,raw_line_activity_bq,raw_line_activity_unc_bq,relative_line_activity_error,line_activity_en_score,raw_efficiency,efficiency_ratio_raw_over_qg_implied,raw_branching_ratio,raw_branching_ratio_uncertainty,branching_ratio_delta,diagnostic_bucket
Sc-Cd-RAFM-1_25cm,flux_wires,Sc46,889.16,Sc46@889.3,279409.0,769.0,303433.0,551.0,155030.0,426.67941977531143,159063.0,11803.0,0.9998,0.0005007362248500214,True,True,Sc46,889.1158123624481,279409.0,769.0,303433.0,551.0,295447.25,1037.375,363.3407022106632,0.0,0.0,0.0,0.0,-0.04418763755188593,155030.0,426.67941977531143,0.0,0.0,0.0004146433331277771,0.8280673786921837,0.999833,5e-06,3.2999999999949736e-05,matched
Sc-Cd-RAFM-1_25cm,flux_wires,Sc46,1120.33,Sc46@1120.5,239109.0,573.0,243349.0,493.0,162541.0,389.51270341141486,159063.0,11803.0,0.9998999999999999,0.0004086710998922822,True,True,Sc46,1120.3109006027205,239109.0,573.0,243349.0,493.0,240064.25,152.0,417.29319371727746,0.0,0.0,0.0,0.0,-0.019099397279433106,162541.0,389.51270341141486,0.0,0.0,0.0003634381359972398,0.8893169497256719,0.9998600000000001,0.0,-3.999999999981796e-05,matched
